Code,Description
21419648,Rexview Investments (Pty) Ltd
21319670,JRM Pallets  CC
20179724,J. Harmse CC T/A WR Clearing Agent
72003891,Riverwalk Trading 129 CC
20888234,Dee Pee Express Services CC
FH000483,Lewis Store
72004012,Chanrican Logistics CC
21029046,Morulat Transport
FH000540,Autocity
72004519,Idaho Logistics
21142605,Mykatrade 160
20975795,South-End Trucking (pty) Ltd
20103104,Kamsberg Transport BK
72003099,Pro Trans Truck Hire
72000051,Agnew & Agnew CC T/A Allnew Transport
72003024,Chrisilda Trading
72003016,SL Transport
20194780,Henk & Gerda Maree Trust
21590944,Orange Logistics CC
FH000652,NHB
21538123,DJD Tranzport (Pty) Ltd
21042032,Rattles and Clutters Trading and Projects
00620311,Table Bay Cold Storage (Pty) Ltd
72005061,Titan Freight CC
20601207,Glens Care (Pty) Ltd
FH000786,Lima Carriers
72001341,Eastern Star Carriers
01145708,Transcor Truck Hire (Pty) Ltd
FH000751,P & A Carriers
01729374,Deugro South Africa Pty Ltd
FH000391,KWMM Transport
FH000368,Uni Cross Border Carriers Swaziland
FH000375,Gabarone Hoses and Fittings
FH000207,Adcon
00039435,Distell Ltd
20791856,Y R Motors CC
21055354,Macneil JHB (Pty) Ltd
21017375,Vivaphase CC
21125770,Kestorm Investments T/A Storm Freight
FH000463,M & S Freight
FH000469,LC Vervoer
21098238,Bravospace 325
FH001067,Suggie Holdings (Pty) Ltd
FH001056,T Kanoyangwe Enterprises t/a Kanoyangwa Transport
21428982,Dolphin Transport (Pty) Ltd
20986133,Levon Transport cc
20703084,Amsterdam Clothing CC
20828623,Silver Shadow Trading
21012903,Emampembe Trucking
21008822,Saxenburg Trading cc
72003814,Milky Wood Construction & Project
00996517,Transcat South Africa
FH000296,Obie Transport
FH000242,J Louw Transport
FH000249,Westrans
72004632,Tarr Trucking CC
21011369,Clockwork Trading 1088 CC T/A Advance Labels
FH000628,Pamdozi Cargo International
FH000720,Willowton
FH000734,Transporters Duarte
FH000328,Mothers Truckers
20874684,Country Pride Trading 3 CC
FH000342,Sazam Freight Services
FH000345,Clinold Transport Zimbabwe
00035189,Circuit Breaker Industries (Pty) Ltd
FH000796,M Louw Transport
FH000743,Tunserv Transport
21273488,Wrights Brothers CC
21047565,Afric Oil (Pty) Ltd
FH001048,Gatjeni Investment
00464822,Swartland Boudienste (Pty) Ltd
72000262,Triocom Enterprise CC
00992368,Volks Motors Zeerust (Pty) Ltd
FH000012,Liwenga Transport
FH000193,WP Transport
72005108,Wynka (Pty) Ltd T/A Badenhorst Transport
FH000998,Aregelia Trading
01475877,Rail & Road Africa Pty Ltd
FH000181,Express Cartage Limited
72003751,Transylvania Towing Services Pty Ltd
20923657,Rapidispatch CC
72005027,Zwishamiso Trading
20098886,Motorvia (1993) (Pty) Ltd
FH000700,Southern Africa TPT
20225622,Heunis Steel (Pty) Ltd
72005078,RCL Foods Consumer pty ltd
00815693,Carlsandro International
72000637,Marshauls Pty Ltd
20950627,Silver Freight and Logistics
FH000759,Cando Farming
20984963,Calamine Trading CC
72004349,Leopard Line Haul Pty Ltd T/A Eliteline Haul
FH000740,Fruitstone Investments
FH000370,Frutas Libombos
FH000776,P Weakley Transport
20579907,Novasun Trust
FH000821,SMB Haulage and Logistics
72002133,Div Transport
20722028,Trentyre (PTY) LTD
20164620,Stapelberg BK T/A Milltrans
72002915,Wallace en Seuns Boerdery BK
20838849,Naseems Commodity Brokers CC
72003350,Ideal Express
FH000422,Phutfumani Courier
00939187,Active Part CC
21162795,Piet Retief Chain Saws CC
72004098,I-S Airfreight & Road Services
20148228,BMC Freight Services
FH000408,Rapid Express
20064351,UTD Freight (Pty) Ltd
FH000959,Quick Gases
21085200,Takbro Logistics (Pty) Ltd
FH000569,Invest Emanable P/L Tiger Transport
20850405,Dastel Transport CC
72001943,Clan Mac Gregor Transport Cc
FH000593,Ozisow Investments t/a Nel &TPT
20479881,Capstone 665
01155192,Rampar Trading Pty Ltd
20811878,P T Trust T/A Budget Food Products
FH000699,Oas Game
FH000259,Glenscare Mozambique LTA
21574681,Dimasec (Pty) Ltd
21297816,Transitex Global Logistix Operations (Pty) Ltd
20829484,Cryogas Express PTY LTD
20519330,Transhunt Pty Ltd
FH000795,Max Transport
20938745,RSA Tankers (Pty) Ltd
FH000813,Rollex Pty Ltd
20796777,Afristar Freight Services Pty Ltd
72001021,Fenhua Sales CC
20512182,Makonde Freight CC
72003105,Pets Road Freight CC
FH000032,J & K Imports & Exports
FH001033,MM Investments
FH000425,A.D Entereprise
FH001025,P Mutangiri t/a Riverton Timely Trucking
72002291,Tiger Capital Investments
72002826,Les Horne
20101748,Junior Smith Trucking CC
FH000910,Shamrock Transport
01886260,Acme Sales cc
FH000551,Van Den Heever Transport
20391827,M Abbasi Trading CC
FH000548,Transline
FH000153,Maritz Transport
72005167,Vasa Financing Corporation T/A Stellar Transport
20120215,Inkunzi Enkulu Logistics CC
21332810,Spherical Logistics Pty Ltd
21291680,Star MV Investment
20353007,Oxy Trading 317CC T/A NB Clearing
72003466,La - Luna Transport CC
72004209,JB Shorthauliers
FH000670,Zimtrans
FH000675,Saldanha Transport
FH000273,B & H Electrical
72002011,Kings Interafrica Logistics (Pty) Ltd
01651799,Hentiq 1429 (Pty) Ltd
20731459,Maluti Biscuits Cape CC
20583277,RNK Logistics CC
72001390,Heinal Transport 2008 CC
21496183,Victofield (Pty) Ltd
01322170,Torquip Transmission Services CC
21138986,PPJ Courier Services Pty Ltd
20730348,Michet Trading
20610434,Macsteel Service Centres SA Pty Ltd
20163896,Ambareira Trading
FH000814,A.E.D.S. Exports
20412308,Frankline Engineering CC
FH000433,Bicom Furniture
FH000974,Vital Link
72004039,CP Minnaar & Son Pty Ltd
FH001049,Makhokhoba Transport
FH000966,Nedim Investments (Pvt) Ltd T/A Freightage
FH001022,Jowells Transport
01248735,E and E Imports Exports
FH001003,Kidcom Carriers
72004489,Bhoroma Transport CC
01620870,Bonnie Brook Vervoer BK
72002818,Spiro Transport
72002761,Hendrik Willem Ras
72003938,City Boys Cartage Pty Ltd
20479261,Silver Willow Trading 18 Pty Ltd
01429241,Manhood Clothing (Pty) Ltd
21023544,MA Queenar Import And Export
01772402,Hanse > Freight Pty Ltd
72001269,Vanlog Freight
FH000955,Pioneer Transport
21323375,Imvubu Clearing (Pty) Ltd
FH000166,Potters Transport
20482385,Wesbrad Trucking Pty Ltd
00670845,Jocarpe Wholesalers
FH000582,Wayne Group BW
FH000502,BMR Agents
FH000116,Whelsons
21136746,A & O Transport Pty Ltd
FH000737,Russell Noach Pvt Ltd
FH000704,Strauss Transport
72001919,Enlink Freight Services CC
20779041,Best Clearing Agency
FH000388,Builders
20961019,Buzz Trading Hundred and Four CC
FH000812,Seville Foods
20874582,Trogtek International CC
72004810,Freightnaya Logistics (Pty) Ltd
FH000434,Booysen Transport
FH001021,Global Express Couriers Pty Ltd
20590542,Tshiamiso Trading 78 CC
20689867,PSB Logistics CC
20535199,Twilight Breeze Trading 119CC
20835734,P Van Der Vyver Transport PTY LTD
72001218,Inkosi Dlamini Trading Enterprise
FH000944,Syps Transport Solutions
01520469,Afnet CC
20101438,Cargo Dynamics CC
21008504,Afridon Freight Services
20384309,Raymond Clearing Agent Courier Services
72002702,Gerryts Uys Hartman Pty Ltd
21009187,Hemibiz T/A Industrial & Meat Supplies
21554143,Du Monde Express (Pty) Ltd
20979742,Crystal DawnTrading 27 CC
72000491,Venbetty Investments SA (Pty) Ltd
FH000584,Hester Ferreira
FH000518,Star International
72001102,Take Shape Properties 51 CC T/A Libra Liners
FH000528,ML Transport
FH000524,Connected Carriers
FH000133,Loadmaster
FH000287,Nyamuzara trucking
00619470,BJ Transport Management Services Pty Ltd
72000904,Movers n shakers Enterpirse
21224726,Granite and Marble Specialist CC T/A Oryx Carriers
00623663,Clyde Steel Pty Ltd
01313520,Baijville Investments CC
20420423,Westside Trading 375 (Pty) Ltd T/A Watt Africa
FH000755,WCL Transport
20737768,Sunigen Logistics (PTY) LTD
FH000763,C van Eeden Transport
FH000367,Selby Enterprises
00993518,D A D Machine Moving & Rigging Pty Ltd
20512522,S U Logistics CC
FH000804,NAMFO Transport
72002176,CEE Pieters Transport
72001056,Exclucive Clothing And General Trading
FH000211,Nesh Freight Intl Ltd Zambia
20441879,One Owl Enterprises (Pty) Ltd
20746746,Pro Baggage Services CC
21022920,Botstrade CC
00599309,Gemelli (Pty) Ltd
FH001031,Simon Aron Transport
FH000066,The Cold Chain Zimbabwe
72002214,Great Force Investments 65 (Pty) Ltd
20786403,Inchcape Shipping Services South Africa Pty Ltd
72003921,Shaft Transport CC
FH000909,Hillside South Investments
FH000411,Swaziland Electricity Suppliers
FH000419,Total Logistic
FH000931,Ajala Investments
FH000062,Cargo Carriers International Hauliers Zimbabwe
FH000059,DH Transport
72004551,Anetic
72003776,Southdowns Asset Based Finance Solutions
72002362,Prime Distribution Network (Pty) Ltd
20205291,BJ Couriers CC
21515469,Mashbridge Import And Export (Pty) Ltd
20907974,Xtrim Clearing Agency CC
20174560,DMX Carriers CC
FH000288,Nice Time Transport
FH000681,Transported Ersil
FH000269,Watt Africa
FH000671,Claricy Transport
FH000725,Ohiyanga Trans
00704028,Golden Crest Products CC
FH000780,Kearleys Transport
FH000784,PL Blaauw Transport
00426789,DHL International (Pty) Ltd
FH000357,Mugnai Holdings (Pty) Ltd
FH000382,E.Logistix CC
72002109,Coyote Freight (Pty) Ltd
21450403,DDJ Transport And Logistics Pty Ltd
00916472,Durban Clearing CC
FH000437,Unik Constructions
FH001032,Combined Garments Manufacturers (Pvt) Ltd
FH000964,H.Petersens Truck and Trailer
72004020,Vicinage Transport Pty Ltd
20731220,Plexus Suppliers
21373564,Izusa Carriers T/A Inyoni Transport
20928864,Brainwave Projects 88
FH000943,Ghemes Enterprises
FH000169,Haldron Investments
72004101,Colbri Agencies CC
FH000188,Fruit and Veg Transport
20153808,Nampak Products Limited
21080194,Oleseng Clearing CC
20901666,Jays Clearing Agency CC
20110312,Blaauws Transport SA (Pty) Ltd
FH000123,Unitrans
FH000529,Squaremart
FH000697,Junior Transport
FH000663,GMR Freights Botswana Pty Ltd
20697532,Conquest Paper Pty Ltd
FH000240,Double Up Transport CC
FH000679,Wankie Motors
FH000638,JB Strauss
20559118,JJK Transport And Trading CC
20076055,S. Bothma And Son Transport (Pty) Ltd
FH000315,Trailercorp Limited
20765769,Beit Imports and Exports
01863939,Nuhr Freight CC
72002869,JN Moolman Vervoer
FH000383,Truck Africa Zimbabwe
FH000779,Brenner Fruit
01374583,Jojo Tanks (Pty) Ltd
72002907,Dynlog Rental Pty Ltd
20923404,Golden Mile Trading 538 CC
FH000040,Secure-It Freight
20108505,Crusader Carriers CC
72001714,Uni cargo
20267720,Dynamic Road Services CC
72003849,Mehato Trading CC
FH000497,Magembe Transporters
FH000011,Fanick Transport Trading
FH000903,Deula Investments Pvt Ltd
FH001084,Felix Mechanical
FH001069,Nagpal Holding (Pty) Ltd
20303381,Preterite CC t/a Akhalwaya Spices
FH000178,Obie Transport
21011423,Minatlou Trading 322
21141056,Blue Flame Productions
FH000988,Exipro Wholesale (Pty) Ltd
FH000568,Swartkop Farming
21074071,Tantus Trading 273 (Pty) Ltd
72000882,NoordKaap Trokke BK
01626851,Tropical Southern Business Import & Export
01647903,Exclusive Waters T/A Maluti Water
72004500,Kaslex Trucking
FH000295,Gilden Bay Investment
FH000268,Con Cargo
FH000653,Castle Transport
FH000275,Magesh Investments
FH000705,PP Oberholster
FH000233,Pinnacle Express
FH000313,Rainbow Investments Limited
FH000351,Air Land Consolidated Business CC
20274971,Aisha Motors SA CC
21543312,Tshepang Carriers And Rentals
FH000202,Pro-Parcel
72000173,Kelrn Vervoer BK
01908619,Ambassador Duty Free (Pty) Ltd
21076058,Zagato Auto( Pty) Ltd
20413072,Araf Industries Pty Ltd
FH001040,Shining Star Glassworks
FH000078,GDC
FH000084,Bible Society
21263337,Raubex Infra (Pty) Ltd
72003830,Moreys International Procurement Pty Ltd
01599557,JF Hillebrand SA Pty Ltd
FH000468,CH Oberholzer
FH000141,Decent Transporters Pvt Ltd
FH000161,Vulcan Carriers
FH000196,Hardap Freight
72000319,Irrals Investments CC
01932169,Procet Freight
72005043,Thukelo Carriers
20104968,African Cargo Management & Logistics CC
01457161,Mincher Agencies cc
FH000698,Trans Desert Logistics
20402117,Ladybrand Crushers CC
00299103,Kuehne and Nagel (Pty) Ltd
72002990,JMC Transport (Pty) Ltd
FH000323,Visao Global Transporters
FH000793,Suide Koel Kamers
20864065,Basfour 3698 Pty Ltd t/a Interlogix Johannesburg
20728212,Sturrock Focus Clearing
FH000360,B & H Electrical
FH000771,GP van Niekerk
72004391,Double Option Trading 81 Pty Ltd
72000556,Hymans Kole (Pty) Ltd
01178611,Performer Cattle Company Pty Ltd
20958760,JD Verster
20747169,N Jacobs & Company (Pty) Ltd
00242963,Massbuild (Pty) Ltd
FH000073,SDV
20104755,Eduardo Jorge Leitao Ferreira T/A JF Transport
72001722,JC Trucking
FH000491,Ubombo Sugar Mill
20806443,Mnr Furniture Direction Trading CC
FH000957,Tonton Investments (Pvt) Ltd T/A Xylex Enterprise
72001201,Transpo Logistics 100
FH000444,Ace Investment
20430649,Vector Logistics Pty Ltd
72003741,Maluti Bate Trust
21081379,Lake Silverlake Logistics cc
72001986,Noire Blanc Trading
72003164,SB Transport
21029976,G & L Beleggings Trust
FH000595,Graph Africa
FH000588,Gay Transport-Johannesburg
21372029,HDJ International Marketing
FH000510,Silverton Batteries
01656596,Joy Pack (Pty) Ltd
FH000131,Colbro
21037056,Oupa Clearing CC
FH000672,Juta Transport
FH000238,Kalahari Medical Distributors
72005094,Siyabonwa Managed Logistix (Pty) Ltd
20698237,Madiba Madibana Logistics & Projects
FH000324,La Luna Transport
FH000339,Ulumba Transport
72000656,KNT La Grace Transport
72004314,Hoods Global Logistics
20571892,Rand Sandblasting Projects (Pty) Ltd
FH000752,PF Transport
01876061,P R International Import and Export
FH000778,Brakwater Transport
FH000806,G & J Trucking
72000157,ICKOBREWS logistics
20445122,Secure Crossings
FH000206,Southern Namibia Products
20903748,Foamex Industries Pty Ltd
20413479,SA Zam Freight Services CC
FH001046,Emanyandzeni Transport
00242580,Stanhope Boot And Shoe Manufacturers CC
FH000088,Babcock Africa Contracting
20250330,Fuelogic (Pty) Ltd
FH000093,Keenlord Transport
21574355,Ricotrax (Pty) Ltd
20846301,Singwe Carriers CC
20129918,Viva Bedding Pty Ltd
21156478,Nik Int and Logistics
20075741,Drewid Marketing CC
72000378,Tau ATL Logistics
72000084,Trans Jipego CC
72003415,Ekhaia Transport T/A Castle Transport
20679854,I Part Trading CC
FH000655,Mother Truckers
FH000738,N & R Enterprises
00878908,WBHO Construction Pty Ltd
01837906,KZN Customs Clearing And Forwarding Agents CC
72004731,FE Industrial Supplies CC T/A Interlink Logistics
FH000775,Farm Fresh Transport
FH000829,Takobana Trading PVT LTD
72002125,Wil Power Trans
21093163,E and F Clearing Consultants and Logistics CC
20188226,Transworld Tradelink &  Commodities CC
20721455,Lion King Tours t/a Africa Clearing & Forwarding
21136411,Easyfit t/a Easylite Kitchens
72003946,FST Transport Pty Ltd
72000580,SPM Civils Pty Ltd
20620919,Lanaheil Clearing Services Pty Ltd
FH000214,Dandre Transport
20083689,Nngwe Emma Clearing Moemed T/A One Stop Clearing
FH000036,Tapaz Transport
FH000436,Ihawu Holdings
FH001042,Max T Solutions
21368006,KDG Logistics Pty Ltd
FH000081,Asma Carriers
72005213,J G J Transport Management
FH000068,Daot Logistics
20112471,Interchain Logistics Pty Ltd
20898676,Direct Transport cc
21128671,Quick And Fast Clearing Agency
FH000057,Globo Construction
20905726,Ashrafi Cargo Carriers CC
FH000158,Lewin Transport
FH000984,Mahindra Swaziland
21448434,Right To Dream Business Services (Pty) Ltd
FH000993,CTM Swaziland
72000343,Junuku Logistics Pty Ltd
72002605,Thunder Wheels Trucks (Pty) Ltd
21130756,Pongola Peoples Development
72000432,M & M Auto Electircal Pty Ltd
FH000504,Makoro Bricks
FH000293,Redgrave Services T/a Alro Transport
01846866,Shulton Agencies CC
00691190,Telpro Management (Pty) Ltd
FH000722,Lesotho Dairy Products (pty) Ltd
01388540,Pacific Fisheries Wholesale International
20689492,R E Trading CC
20788406,Morillion Trade CC t/a Beyond Carriers
01829777,Portage Freight Forwarding CC
20161982,Mvela Import & Export
FH000390,Base Ford Transport
FH000748,Fysal Fresh
72002941,Sizabantu Piping Systems Mpumalanga
21559485,Milford Transport Enterprises (Pty) Ltd
72002575,Corredor Transporters SA (Pty) Ltd
01920110,Nexor 108 CC t/a Nexor International
72001031,Aidex CC
20729650,Kodav Logistic Solutions Pty Ltd
20483543,Questroyal Investments CC
20507309,DSV South Africa 
FH001013,Gertrude L M kweza t/a Mage Investments
72002265,Orcom Trading 35 T/A Loubser Transport
21069230,Popface Properties
21589645,Maxillaria Logistics Mauritius Incorp
72003911,Madosha Logistics
FH001082,Trussco Pty Ltd
72004071,Profreight Express
FH000410,Road Vision Logistic
FH000913,Macro Transport Company
FH000941,God Can Transport
FH000052,Saboeira De Inhambane Transporters
FH000950,Unit Field T/A Sifexpress
20897971,Desert Charm Trading 47 CC
00498511,L.M.Knight (Pty) Ltd
21140408,BM Clearing Agency (Malissa E Meyer)
20948383,Simple Clear Imports & Exports clearing Agent CC
00519426,Customs Services (Pty) Ltd
FH000263,AG Motors
FH000254,Freight Logistics
FH000225,DPI Plastics
21214438,IJ Snyman Transport
72003547,Jujuecode (Pty) Ltd
20789755,Transit Auto Movers
20736176,Agro Data 
21150844,CJ Grossett
01832181,Mega Trans Pty Ltd
21141269,MCV International Forwarding (Pty) Ltd
01294082,Tow in Breakdown Service
21129864,Ankasys Pty Ltd T/A Bascogystix
FH000365,Logan Freight Botswana
72002151,Uno Couriers CC
FH000810,Gees Transport
21128299,Cocobiz Trading
72001897,Paradise Road Investments 86
21051669,Gold Step Trading
FH000646,Whitehorse
FH001051,Ntimandze Transport
FH001044,Ocean Fresh Imp & Exp t/a Ocean mini market
20529920,AAC Agri Foods CC
20954498,Seven Mile Trading 250 CC
72002753,Astrar Logistics Services
01099915,Jardims Trading International CC
72004896,Tda Roadfreight
FH000926,John Yona T/A Grinovich Engineering (Pvt) Ltd
FH000958,Transhaul
21029194,J.K Kok Logistics
20344076,Gambell Transport (Pty) Ltd
20986117,Springcity Investments CC
21551098,Peniel Forwarding And Clearing Agent
21372983,Crane Worldwide Logistics South Africa Pty Ltd
FH000522,Backloads
72003571,Upgrade Securities Management
FH000674,Tod Transport
72002591,Lourens Terreblanche BK
01654291,Speedy Overborder Services (Pty) Ltd
21255823,Nass Carriers CC
20124703,Thaba Paper Distribution & Wholesale CC
21046453,Transmech Africa Carriers
72003210,Kaykam Transport
20462300,Netty Customs Clearing Agency
FH000770,Imperial Cargo
21075752,Siyamisana 20 CC
00945917,Parrot Products Pty Ltd
72001870,ZSR Transport (Pty) Ltd
72001803,Hestony Transport (Pty) Ltd
20356340,Flookburgh Trading (Pty) Ltd
72002508,Sezinox Investments ( Pty) Ltd
21492137,Boikanyos Catering And General Construction
21042636,Tattoo Transport
FH000976,Unitrans Swaziland Ltd
FH000971,TM Haulage
FH001008,Siyaya Transport
20967963,CP And S Construction CC
72000696,Flexi Power Supplies T/A C Geldenhuys & VF Botha
FH000016,Masiya Business Supply
FH001077,Tether Zambia
FH000417,Simbaredu Import & Export
FH000043,Hawten Trucking
FH000042,Testfin Enterprises
20919998,Harshvardhan Trading
FH000999,Helvetia Investments t/a Vital Link Freight
FH000602,Marine Import and Export
FH000612,Kayhill Freight
72002729,Agritrans SA Pty Ltd
20515548,Natucon Construction CC T/A Natucon Logistics
FH000590,Bull Inter Trans-Zeerust
FH000105,Interclear Forwarding
72004195,Ron Miles Transport CC
FH000654,Masha Allah
FH000649,Kasembo
20300064,Prestprops 1267 T/A Bundu Poles
FH000270,Arts Transport
FH000234,Linga Longa / Sir Juice
21218239,HM Logistics Pty Ltd
FH000750,AF Pearson Transport
72002486,Germani Transport (Pty) Ltd
20245818,WRT Roofing Concepts Pty Ltd
FH000844,Avantech Logistics LTD
20363435,Scenic Trading 312 CC t/a MGS Holdings
FH000969,Redderburg
FH000968,Rayton Logistics Pvt Ltd
20731212,Falcodor 109 T/A Iceburg Trading
20128830,Sneaker Snacks CC
FH001001,Fata Transport
FH001007,Amtec International Direct Importers & Gen Merc
20442786,Evs Sales & Distribution CC
72003857,Minbet Logistics CC
21583906,Amolas Agencies (Pty) Ltd
72001277,Nysamco 20 CC
01442602,Supreme Shopfitters CC
20852203,RM Clearing
21351589,SA Port Logistics Solutions (Pty) Ltd
00394814,Courier Local And International T/A Airfreight
FH000542,Terry Cooney
FH000580,Danlou Motors Namibia
21433489,DNG Carriers CC
72000361,Rea Freight Solutions Pty Ltd
72000981,Metafix (Pty) Ltd
20600634,T & J Clearing Agent
20426405,Moody Blue Trade & Invest 14 Pty Ltd
21151621,Drencon Rigging
00626166,Pyramid Freight Pty Ltd
01754864,Botsvet Distribution
FH000550,Oppie  Koppie Transport
20719297,Kolela Trading CC
72001412,Stallion Trucking Corp Pty Ltd
FH000661,Yarooba Transport
21135634,F & Y Trucks Proprietary Ltd
72004276,HKA Carriers
20899419,De Haas Vervoerdienste
21149413,Cosmic Gold Trading 636
ERSG,E.R. Schiffahrt GmbH & Cie. KG
21234240,Kgosi Letsie Trading and Projects
20806877,Reinhardt Transport Group (Pty) Ltd
01777501,Freightworx CC
20343266,NVL Logistics CC
FH000847,Testfin Enterprises PVT LTD
FH000967,Ocean Air Packagers & Removals
FH000022,Bindura Haulage (Pvt) Ltd
01865834,Mammoet Southern Africa Pty Ltd
21486006,IWJ Transport Services (Pty) Ltd
20851975,Orbit Transport
FH000082,Payloads
21197267,Reatshela General Trading
20199634,Kismet Plastics
20435411,Moepeng Trading 39
FH000905,Concession Transport PVT LTD
FH000017,TCS Logistics
FH000003,Load Master
20231494,Tai Yuen Textile Co (SA) (Pty) Ltd
FH000574,Skyline Caivopies Botswana
72003075,NJ Geldenhuys Edms Bpk
20893720,Abcus Investments CC
72004969,Beronda Logistics (Pty) Ltd
FH000539,Battery Centre
FH000523,Northern Haulage
00300508,DHL Global Forwarding SA (Pty) Ltd
72001404,MRJ Transport CC
01570356,Babcock Service CC
FH000620,Welcome Cash & Carry
FH000728,Sheyridge Transport Pty Ltd
01815777,SHS Freight Logistics t/a Transnetwork Logistics
72004284,Bandit Logistics Transport CC
FH000326,Trade Diva Candles Ltd
FH000392,Jongosi Transport
FH000372,DMB Freight
21517187,JG Van Deventer T/A Mapico Services
72003288,Veg Hydro Carriers CC
72002540,Transfresco.SA CC
20738977,EFS Construstion CC
FH000064,Stanzano Trucking
01469134,Morgan Air Cargo Pty Ltd
21542855,Cargo Services Johannesburg (Pty) Ltd
FH000475,TQM Textile
72001676,Conru Transport Pty Ltd
FH000402,Jonhson Courier Services
FH000559,CC Logistics
FH000549,MD Transport
21007885,Global Transafrica CC
20853110,Sunspun Seedlings CC
01782601,Luxor Paints (Pty) Ltd
21497473,Success Clearing Agent
21460963,Neptor Trading And Projects (Pty) Ltd
01916491,Impact Plus Trading 188 CC
21031570,Helmond Logistics Holdings CC
21136282,Rising Sun Pty Ltd
21502644,Sibasa Clearing And Forwarding Services
00407247,Truck Africa South Africa
21151255,Autogistixs T/A Logistic Labour Specialist
fh000477,F T M Garments
FH000274,Groot Fontein Tractors & Implements
FH000280,Yvonne transport Mozambique
FH000633,Agriliner
20731522,P.F. Leisegang (Pty) Ltd
FH000733,FBL Transport Pty Ltd
21411339,Potis Enterprice
72005086,Moredou Meubileerders Pty Ltd
01887267,Lateral logistics (Pty) Ltd
01909755,Bremsaw cc
20982605,Motrade Trading t/a Freightlink Africa
FH000349,Transload
FH000347,Walmar Transport
20260246,Kerbyn 303 Pty Ltd t/a Westrans Trucking
21363667,Bakers Tankers (Pty) Ltd
FH000857,Levatate
20517184,JJLF Freights Services
00231482,Avbob Industries Limited
FH000815,Mondos Transport Enterprises
21067890,Sahara Trading
FH000841,The Zimbabwe PTY LTD t/a Northern Printers
20581498,Newco Import & Export
72001889,Loveday Logistics 55 CC
72003113,Arigato Transport
01502233,Seardel Group Trading (Pty) Ltd
20103791,Transworld Roadfreight
20599374,Nash Freight and Transport Services
20140537,Mach Express CC
01598267,National Chicks
FH000094,JSP Transporters
20366086,Expo Freight CC
FH000486,World Vision
72002771,Backloads Limited
FH000019,Reliable Transport
00590425,Central Route Trading 157 CC
FH000044,Erdogal
00617834,Conveyor And Industrial Supplies (Pty) Ltd
FH000983,Kia Motors
01080832,4P Logistical Solutions Pty Ltd
20785466,Raleity Freight Services CC
72003768,Supermine And Civil Construction CC
FH000609,Modi-Mode
00753369,Meyer Steel Construction (Pty) Ltd
00945224,Spar Group Limited
FH000223,Maxiprest BW
20790663,Twin Trucking Pty Ltd
FH000623,Dana Services
72001511,Gouws Vervoer
FH000307,Wirth george Garbriel
01156083,Salamat Ship Chandlers CC T/A Express
20677401,Lukkan Investments CC
FH000757,Wolfs Transport
20364928,Ram Transport SA Pty Ltd
FH000846,Run Transport
20495613,Reebok SA Pty Ltd
20163543,Sun marine Shipping Pty Ltd
FH000961,Atc Transport
FH000869,Juldan Motors
FH001024,Bernhez Logistics (Pty) Ltd
01489451,Vanguard Rigging (Pty) Ltd
20987016,Chrisle Mafura
01394043,Savino Del Bene SA Pty Ltd
00872373,Pilot Furniture Manufacturers
72002842,Mister Mover CC
72003903,Kaztec Logistics And Transport CC
FH000460,There are Three Investment
FH000465,Erg Swaziland
72001684,Hemisat pty ltd t/a Orlens Transport
01621949,S S Profiling Pty Ltd
FH000929,Goodwin JH Lusale
FH000150,U Haary Trading
01843379,SMI Transport CC
FH000179,DZF Transport
FH000177,Etosha Transport
FH000191,Trans Desert Logistics (Pty) Ltd.
20692131,C and H Joinery
FH000600,Kolela Transport
00789034,PSV Services (Pty) Ltd
01227586,Razzflora t/a Razz Exports
72005000,Joe Chawonga (Pty) Ltd t/a JL Logistics
72000459,Endtime Carriers
72000424,Cubenco 164 Pty Ltd ta Libra Liners
20243971,OS Motors CC
FH000119,Combined Cargo
72004160,EVB Transport CC
FH000299,Energy Eng Botswana (Pty) Ltd
FH000710,Bronco General Dealers
FH000230,Alliance Carriers
21140335,Brilliant Moment Trading & Projects
72000920,Trans -Tech Logistics Pty Ltd
72000912,BLKMR Logistics (Pty) Ltd
01168897,North Bound Freight Services CC
20288602,Mechagri CC
21033313,J.I.P Vervoer BK
72001323,Cronet
20892066,Soul Mind Clearing
20094736,Seanfreight (Pty) Ltd T/A Apcon Freight
01229988,International Runners Service cc
21036750,MKA Trucking (Pty) Ltd
21430420,Mobi Shower CC
72000122,Ingelosi Trading 3
72001048,Kloppers Beleggings Besigheids Trust
FH000200,Snyman Transport
21215825,Central Welding works ( PTY) LTD
72003121,Mclaren Transport
21506011,Merrod Trading 121 (Pty) Ltd
FH001027,Amtec International direct Imp & gen merchants
20695041,Matvin Zambia Logistics
01347880,Transem (Pty) Ltd
72005264,Sunfox 1 CC
FH000476,Taga Investment
21584503,Spear Freight And Forwarding (Pty) Ltd
21122347,CR Express Clearing Pty Ltd
FH000001,Hanse > Fracht (MW)
01509025,Pre-Kleer Customs Clearing Agents
FH000923,Winfreda Chikunguru
20866432,DLP Transport
FH000989,African Fantasy Jewellers (Pty) Ltd
FH000183,Etosha Transport
72000394,K & K Onwinkkeling Navorsing
00584442,RED Graniti SA (Pty) Ltd
21149391,Frits Kroon Vervoer Pty Ltd
21031418,Blue Transport Company Pty Ltd
72005175,Richbeaclasey Pear Enterprises (Pty) Ltd
20962309,Blaizing Sun Investments 47 Pty Ltd
21025210,PFC Integration (Pty) Ltd
